cust_id,Recency,Frequency,Monetary,R_Quartile,F_Quartile,M_Quartile,RFMScore,RFM_Score_Sum,RFM_Level
268027,2635,2,26403.975,4,3,4,434,11,Can't Loose Them
268032,2815,2,21918.78,4,3,3,433,10,Can't Loose Them
268033,3576,1,161.33,1,1,1,111,3,Require Activation
268037,3508,1,2316.08,1,1,1,111,3,Require Activation
268039,2998,2,4183.53,3,3,2,332,8,Champions
268043,3307,2,32407.440000000002,2,3,4,234,9,Can't Loose Them
268044,3429,1,2933.7749999999996,1,1,1,111,3,Require Activation
268046,3226,3,34527.935000000005,2,4,4,244,10,Can't Loose Them
268047,2628,3,41761.265,4,4,4,444,12,Can't Loose Them
268048,2883,2,7301.84,3,3,2,332,8,Champions
268049,2963,3,24089.0,3,4,4,344,11,Can't Loose Them
268050,2628,1,6822.27,4,1,2,412,7,Loyal
268060,3642,2,6089.655,1,3,2,132,6,Potential
268061,2931,1,2486.25,3,1,1,311,5,Promising
268062,3687,1,1203.345,1,1,1,111,3,Require Activation
268076,2810,5,79059.435,4,4,4,444,12,Can't Loose Them
268077,2822,3,12652.25,3,4,3,343,10,Can't Loose Them
268079,3455,1,15788.24,1,1,3,113,5,Promising
268082,3177,1,6921.719999999999,2,1,2,212,5,Promising
268086,3319,1,206.635,2,1,1,211,4,Needs Attention
268089,2970,1,244.205,3,1,1,311,5,Promising
268090,3212,1,1188.98,2,1,1,211,4,Needs Attention
268092,2695,2,9105.199999999999,4,3,2,432,9,Can't Loose Them
268097,2820,3,76607.44,4,4,4,444,12,Can't Loose Them
268098,2730,3,50476.399999999994,4,4,4,444,12,Can't Loose Them
268099,2631,1,5175.82,4,1,2,412,7,Loyal
268100,2729,2,1359.15,4,3,1,431,8,Champions
268101,2993,1,585.65,3,1,1,311,5,Promising
268104,3686,1,3121.625,1,1,1,111,3,Require Activation
268106,3125,2,24298.95,2,3,4,234,9,Can't Loose Them
268107,3181,2,14937.390000000001,2,3,3,233,8,Champions
268108,3151,2,34492.575,2,3,4,234,9,Can't Loose Them
268119,2836,1,13863.329999999998,3,1,3,313,7,Loyal
268122,3330,1,5211.18,2,1,2,212,5,Promising
268126,3152,1,14818.050000000001,2,1,3,213,6,Potential
268129,3505,1,1962.48,1,1,1,111,3,Require Activation
268131,3367,1,6064.24,1,1,2,112,4,Needs Attention
268136,3548,1,1626.56,1,1,1,111,3,Require Activation
268137,2772,2,7533.89,4,3,2,432,9,Can't Loose Them
268139,3186,1,29475.875,2,1,4,214,7,Loyal
268140,2835,1,5131.62,3,1,2,312,6,Potential
268141,2882,2,36768.875,3,3,4,334,10,Can't Loose Them
268143,2773,3,3014.44,4,4,1,441,9,Can't Loose Them
268144,3580,1,508.3,1,1,1,111,3,Require Activation
268145,2727,4,51549.355,4,4,4,444,12,Can't Loose Them
268146,3484,1,34448.375,1,1,4,114,6,Potential
268149,3690,1,2899.52,1,1,1,111,3,Require Activation
268150,3166,1,10027.875,2,1,2,212,5,Promising
268151,3181,1,1184.56,2,1,1,211,4,Needs Attention
268153,3508,1,3580.2000000000003,1,1,2,112,4,Needs Attention
268159,2955,3,40081.665,3,4,4,344,11,Can't Loose Them
268160,3391,1,842.01,1,1,1,111,3,Require Activation
268161,3600,1,20718.75,1,1,3,113,5,Promising
268164,3258,1,359.125,2,1,1,211,4,Needs Attention
268167,3244,1,39780.0,2,1,4,214,7,Loyal
268174,2667,3,13393.705000000002,4,4,3,443,11,Can't Loose Them
268180,2928,2,51952.68,3,3,4,334,10,Can't Loose Them
268186,3137,1,14509.755000000001,2,1,3,213,6,Potential
268187,3458,1,817.7,1,1,1,111,3,Require Activation
268191,3182,2,10341.695,2,3,2,232,7,Loyal
268193,2904,3,12210.25,3,4,3,343,10,Can't Loose Them
268196,3504,2,27087.97,1,3,4,134,8,Champions
268197,3263,1,4760.34,2,1,2,212,5,Promising
268198,3572,1,2245.36,1,1,1,111,3,Require Activation
268199,2789,2,11085.36,4,3,3,433,10,Can't Loose Them
268204,2953,1,1014.39,3,1,1,311,5,Promising
268207,3426,1,8662.095,1,1,2,112,4,Needs Attention
268211,3122,1,17220.32,2,1,3,213,6,Potential
268216,3295,1,668.525,2,1,1,211,4,Needs Attention
268220,2802,1,6033.3,4,1,2,412,7,Loyal
268221,2727,2,12113.01,4,3,3,433,10,Can't Loose Them
268225,2805,1,5607.875,4,1,2,412,7,Loyal
268229,3174,2,5098.47,2,3,2,232,7,Loyal
268231,3246,1,41078.375,2,1,4,214,7,Loyal
268241,3152,1,4985.76,2,1,2,212,5,Promising
268243,3574,1,11574.875,1,1,3,113,5,Promising
268245,2873,2,3181.295,3,3,1,331,7,Loyal
268246,3334,2,31330.065,1,3,4,134,8,Champions
268250,2694,1,24917.75,4,1,4,414,9,Can't Loose Them
268255,3336,2,45182.345,1,3,4,134,8,Champions
268261,2872,2,4145.96,3,3,2,332,8,Champions
268263,3658,1,9179.235,1,1,2,112,4,Needs Attention
268268,2933,1,3351.465,3,1,1,311,5,Promising
268271,3703,1,1149.2,1,1,1,111,3,Require Activation
268274,3684,1,26254.8,1,1,4,114,6,Potential
268275,2537,1,31603.0,4,1,4,414,9,Can't Loose Them
268277,3319,1,1461.915,2,1,1,211,4,Needs Attention
268284,2663,1,78.455,4,1,1,411,6,Potential
268286,2956,1,27928.875,3,1,4,314,8,Champions
268287,3671,1,3848.715,1,1,2,112,4,Needs Attention
268288,2538,1,1267.435,4,1,1,411,6,Potential
268289,3230,2,26741.0,2,3,4,234,9,Can't Loose Them
268290,3172,2,7792.459999999999,2,3,2,232,7,Loyal
268292,3244,1,3323.84,2,1,1,211,4,Needs Attention
268299,2872,2,12401.415,3,3,3,333,9,Can't Loose Them
268300,3055,1,3480.75,3,1,2,312,6,Potential
268308,3184,2,14983.8,2,3,3,233,8,Champions
268313,3598,1,39973.375,1,1,4,114,6,Potential
268319,2789,2,6731.66,4,3,2,432,9,Can't Loose Them
268326,3427,1,21428.16,1,1,3,113,5,Promising
268329,2896,1,2395.64,3,1,1,311,5,Promising
268331,3135,2,19618.170000000002,2,3,3,233,8,Champions
268333,3242,1,19779.5,2,1,3,213,6,Potential
268335,2636,5,63387.22,4,4,4,444,12,Can't Loose Them
268337,3085,2,7350.460000000001,2,3,2,232,7,Loyal
268339,3245,1,10889.775000000001,2,1,3,213,6,Potential
268343,3093,2,32955.52,2,3,4,234,9,Can't Loose Them
268344,2753,1,3149.25,4,1,1,411,6,Potential
268346,2507,1,28481.375,4,1,4,414,9,Can't Loose Them
268352,2633,2,20631.454999999998,4,3,3,433,10,Can't Loose Them
268353,3454,1,1538.16,1,1,1,111,3,Require Activation
268354,3566,1,7597.98,1,1,2,112,4,Needs Attention
268356,3141,1,3615.56,2,1,2,212,5,Promising
268360,2696,2,54694.185,4,3,4,434,11,Can't Loose Them
268364,2864,2,19193.85,3,3,3,333,9,Can't Loose Them
268365,2808,1,25774.125,4,1,4,414,9,Can't Loose Them
268366,2477,1,10469.875,4,1,2,412,7,Loyal
268367,3118,1,2431.0,2,1,1,211,4,Needs Attention
268368,3031,3,20672.34,3,4,3,343,10,Can't Loose Them
268371,3459,1,1194.505,1,1,1,111,3,Require Activation
268376,2772,2,11757.2,4,3,3,433,10,Can't Loose Them
268379,3277,1,5330.52,2,1,2,212,5,Promising
268384,3056,1,21180.64,3,1,3,313,7,Loyal
268386,2415,1,1432.08,4,1,1,411,6,Potential
268387,2690,3,11615.76,4,4,3,443,11,Can't Loose Them
268388,3660,1,1144.78,1,1,1,111,3,Require Activation
268391,2730,2,8194.68,4,3,2,432,9,Can't Loose Them
268392,3136,1,1502.8,2,1,1,211,4,Needs Attention
268393,2893,1,4154.8,3,1,2,312,6,Potential
268394,3268,1,5917.275,2,1,2,212,5,Promising
268395,3172,1,2187.8999999999996,2,1,1,211,4,Needs Attention
268397,3236,1,1118.26,2,1,1,211,4,Needs Attention
268402,3248,1,1113.84,2,1,1,211,4,Needs Attention
268405,3309,1,993.395,2,1,1,211,4,Needs Attention
268408,2994,2,35470.5,3,3,4,334,10,Can't Loose Them
268412,2770,2,21023.73,4,3,3,433,10,Can't Loose Them
268418,3259,1,4601.22,2,1,2,212,5,Promising
268419,3182,1,7160.400000000001,2,1,2,212,5,Promising
268421,2664,2,40427.53,4,3,4,434,11,Can't Loose Them
268424,2669,3,14248.974999999999,4,4,3,443,11,Can't Loose Them
268430,2836,2,47085.155,3,3,4,334,10,Can't Loose Them
268431,2770,2,14450.085000000001,4,3,3,433,10,Can't Loose Them
268442,2773,2,24027.120000000003,4,3,4,434,11,Can't Loose Them
268444,2863,1,2532.66,3,1,1,311,5,Promising
268445,3545,1,1482.91,1,1,1,111,3,Require Activation
268447,2786,2,8348.275000000001,4,3,2,432,9,Can't Loose Them
268456,2924,2,6561.49,3,3,2,332,8,Champions
268457,2862,1,14267.76,3,1,3,313,7,Loyal
268458,3563,1,2355.86,1,1,1,111,3,Require Activation
268460,3574,1,886.21,1,1,1,111,3,Require Activation
268464,2996,1,513.825,3,1,1,311,5,Promising
268467,2637,4,18466.76,4,4,3,443,11,Can't Loose Them
268468,3152,1,19337.5,2,1,3,213,6,Potential
268469,3632,1,579.02,1,1,1,111,3,Require Activation
268472,3214,1,1385.67,2,1,1,211,4,Needs Attention
268476,3579,1,1274.065,1,1,1,111,3,Require Activation
268477,3457,1,37956.75,1,1,4,114,6,Potential
268478,2801,1,1496.17,4,1,1,411,6,Potential
268479,3135,4,69805.06,2,4,4,244,10,Can't Loose Them
268480,2846,1,596.7,3,1,1,311,5,Promising
268481,2939,1,8940.555,3,1,2,312,6,Potential
268484,3423,1,12146.16,1,1,3,113,5,Promising
268485,3515,1,1419.925,1,1,1,111,3,Require Activation
268486,2802,2,8058.765,4,3,2,432,9,Can't Loose Them
268490,3025,2,11781.51,3,3,3,333,9,Can't Loose Them
268492,2791,4,29778.645000000004,4,4,4,444,12,Can't Loose Them
268495,3186,1,30719.0,2,1,4,214,7,Loyal
268497,2909,1,15829.125,3,1,3,313,7,Loyal
268498,2995,2,6515.08,3,3,2,332,8,Champions
268500,2753,2,13097.565,4,3,3,433,10,Can't Loose Them
268501,2821,1,280.67,3,1,1,311,5,Promising
268502,3117,3,30599.66,2,4,4,244,10,Can't Loose Them
268505,3136,2,5940.48,2,3,2,232,7,Loyal
268510,2669,2,1330.4199999999998,4,3,1,431,8,Champions
268512,3612,1,1184.56,1,1,1,111,3,Require Activation
268513,3088,1,1539.265,2,1,1,211,4,Needs Attention
268515,3596,2,27557.595,1,3,4,134,8,Champions
268516,2628,1,7578.09,4,1,2,412,7,Loyal
268522,3490,1,121.55,1,1,1,111,3,Require Activation
268524,3429,1,209.95,1,1,1,111,3,Require Activation
268526,2998,2,10587.005000000001,3,3,3,333,9,Can't Loose Them
268527,2781,1,36105.875,4,1,4,414,9,Can't Loose Them
268532,3178,1,6822.27,2,1,2,212,5,Promising
268533,3578,1,16035.76,1,1,3,113,5,Promising
268534,3504,1,24669.125,1,1,4,114,6,Potential
268535,2778,1,3679.6499999999996,4,1,2,412,7,Loyal
268536,2724,2,8549.385,4,3,2,432,9,Can't Loose Them
268538,2666,3,58273.28,4,4,4,444,12,Can't Loose Them
268543,3543,1,1039.805,1,1,1,111,3,Require Activation
268544,3033,1,21233.68,3,1,3,313,7,Loyal
268545,2665,2,14151.734999999999,4,3,3,433,10,Can't Loose Them
268548,3518,1,5286.32,1,1,2,112,4,Needs Attention
268549,3235,1,1046.435,2,1,1,211,4,Needs Attention
268562,3116,1,271.83,2,1,1,211,4,Needs Attention
268565,2637,2,38807.6,4,3,4,434,11,Can't Loose Them
268567,3139,2,20410.455,2,3,3,233,8,Champions
268568,2893,2,24663.6,3,3,4,334,10,Can't Loose Them
268571,2598,2,12858.885000000002,4,3,3,433,10,Can't Loose Them
268572,3239,3,23091.185,2,4,4,244,10,Can't Loose Them
268582,2900,1,2254.2,3,1,1,311,5,Promising
268583,3276,1,19337.5,2,1,3,213,6,Potential
268584,3246,1,17459.0,2,1,3,213,6,Potential
268585,3088,1,937.04,2,1,1,211,4,Needs Attention
268588,2898,1,1288.43,3,1,1,311,5,Promising
268589,2724,1,10572.64,4,1,3,413,8,Champions
268595,2693,3,48995.7,4,4,4,444,12,Can't Loose Them
268598,3638,1,618.8,1,1,1,111,3,Require Activation
268600,3643,1,2926.04,1,1,1,111,3,Require Activation
268605,3205,1,20718.75,2,1,3,213,6,Potential
268606,2537,2,42100.5,4,3,4,434,11,Can't Loose Them
268609,2846,1,11536.2,3,1,3,313,7,Loyal
268612,2789,2,1963.585,4,3,1,431,8,Champions
268614,3544,1,1374.62,1,1,1,111,3,Require Activation
268617,2942,1,1369.095,3,1,1,311,5,Promising
268620,2839,1,19420.375,3,1,3,313,7,Loyal
268624,2938,1,3138.2,3,1,1,311,5,Promising
268625,2822,1,11914.11,3,1,3,313,7,Loyal
268628,2899,2,34144.5,3,3,4,334,10,Can't Loose Them
268632,2692,3,15431.325,4,4,3,443,11,Can't Loose Them
268633,3698,1,7849.92,1,1,2,112,4,Needs Attention
268639,2815,1,1535.95,4,1,1,411,6,Potential
268640,3661,1,4296.24,1,1,2,112,4,Needs Attention
268643,2781,1,20561.84,4,1,3,413,8,Champions
268644,3516,1,9564.88,1,1,2,112,4,Needs Attention
268647,3521,2,18766.215,1,3,3,133,7,Loyal
268649,3321,1,16851.25,2,1,3,213,6,Potential
268651,3092,1,12376.0,2,1,3,213,6,Potential
268656,3579,1,1603.355,1,1,1,111,3,Require Activation
268657,3197,1,1343.68,2,1,1,211,4,Needs Attention
268658,2928,3,38087.14,3,4,4,344,11,Can't Loose Them
268659,2895,2,6553.755000000001,3,3,2,332,8,Champions
268660,2905,3,59303.14,3,4,4,344,11,Can't Loose Them
268661,2929,1,8221.2,3,1,2,312,6,Potential
268663,2965,3,11726.26,3,4,3,343,10,Can't Loose Them
268664,2769,2,19280.039999999997,4,3,3,433,10,Can't Loose Them
268665,3297,1,14768.324999999999,2,1,3,213,6,Potential
268666,3627,1,9917.375,1,1,2,112,4,Needs Attention
268669,2694,4,53357.135,4,4,4,444,12,Can't Loose Them
268670,2476,2,11898.64,4,3,3,433,10,Can't Loose Them
268673,3504,1,10989.224999999999,1,1,3,113,5,Promising
268676,2863,1,153.595,3,1,1,311,5,Promising
268679,2691,2,4027.725,4,3,2,432,9,Can't Loose Them
268684,3703,1,4999.02,1,1,2,112,4,Needs Attention
268689,3513,1,11009.115,1,1,3,113,5,Promising
268692,2785,1,2679.625,4,1,1,411,6,Potential
268697,2933,1,6448.78,3,1,2,312,6,Potential
268698,2775,3,14877.72,4,4,3,443,11,Can't Loose Them
268701,2759,1,19182.8,4,1,3,413,8,Champions
268704,3165,1,6630.0,2,1,2,212,5,Promising
268706,2727,2,22232.6,4,3,3,433,10,Can't Loose Them
268708,3306,1,23779.6,2,1,4,214,7,Loyal
268712,3572,2,9349.404999999999,1,3,2,132,6,Potential
268714,2690,2,14440.14,4,3,3,433,10,Can't Loose Them
268715,2900,1,22435.92,3,1,4,314,8,Champions
268716,2698,2,30789.72,4,3,4,434,11,Can't Loose Them
268717,3509,1,1632.085,1,1,1,111,3,Require Activation
268720,2476,2,42009.89,4,3,4,434,11,Can't Loose Them
268722,3095,1,949.195,2,1,1,211,4,Needs Attention
268723,2756,2,28325.57,4,3,4,434,11,Can't Loose Them
268727,3658,1,1046.435,1,1,1,111,3,Require Activation
268728,3662,1,843.115,1,1,1,111,3,Require Activation
268731,2893,1,3107.26,3,1,1,311,5,Promising
268732,2757,1,17624.75,4,1,3,413,8,Champions
268741,2969,1,9309.625,3,1,2,312,6,Potential
268743,3302,1,23160.8,2,1,4,214,7,Loyal
268744,3231,1,5299.58,2,1,2,212,5,Promising
268751,2932,3,38973.35,3,4,4,344,11,Can't Loose Them
268757,2769,4,43235.335,4,4,4,444,12,Can't Loose Them
268758,3211,1,540.345,2,1,1,211,4,Needs Attention
268765,3141,1,22595.04,2,1,4,214,7,Loyal
268768,3399,1,12132.900000000001,1,1,3,113,5,Promising
268770,3165,2,3079.635,2,3,1,231,6,Potential
268772,2810,1,1613.3,4,1,1,411,6,Potential
268773,3366,2,1890.6550000000002,1,3,1,131,5,Promising
268776,2911,1,193.375,3,1,1,311,5,Promising
268779,2912,2,23292.295000000002,3,3,4,334,10,Can't Loose Them
268780,3658,2,13075.465,1,3,3,133,7,Loyal
268790,2629,1,23426.0,4,1,4,414,9,Can't Loose Them
268792,3331,2,10942.814999999999,2,3,3,233,8,Champions
268793,3459,2,21488.934999999998,1,3,3,133,7,Loyal
268799,3093,1,1381.25,2,1,1,211,4,Needs Attention
268800,3635,1,8115.12,1,1,2,112,4,Needs Attention
268802,3210,1,5359.25,2,1,2,212,5,Promising
268807,3724,1,4145.96,1,1,2,112,4,Needs Attention
268808,2817,1,2263.04,4,1,1,411,6,Potential
268810,2631,2,12224.615,4,3,3,433,10,Can't Loose Them
268812,2883,1,5953.74,3,1,2,312,6,Potential
268813,2815,2,22200.555,4,3,3,433,10,Can't Loose Them
268815,3323,2,10626.785,2,3,3,233,8,Champions
268817,2802,1,17597.125,4,1,3,413,8,Champions
268819,2636,5,61267.829999999994,4,4,4,444,12,Can't Loose Them
268820,2897,1,6354.855,3,1,2,312,6,Potential
268821,3512,1,854.165,1,1,1,111,3,Require Activation
268823,3294,1,8174.789999999999,2,1,2,212,5,Promising
268828,3321,1,4694.04,2,1,2,212,5,Promising
268830,3165,1,1480.7,2,1,1,211,4,Needs Attention
268834,3490,2,41857.4,1,3,4,134,8,Champions
268837,3226,1,2121.6,2,1,1,211,4,Needs Attention
268840,3030,1,1537.055,3,1,1,311,5,Promising
268841,3459,1,16989.375,1,1,3,113,5,Promising
268842,2808,3,22301.11,4,4,3,443,11,Can't Loose Them
268844,3276,1,9420.125,2,1,2,212,5,Promising
268845,3427,1,1201.135,1,1,1,111,3,Require Activation
268847,3421,1,5989.1,1,1,2,112,4,Needs Attention
268849,2835,2,20932.015,3,3,3,333,9,Can't Loose Them
268854,3294,2,35605.31,2,3,4,234,9,Can't Loose Them
268859,2789,2,4537.13,4,3,2,432,9,Can't Loose Them
268860,2936,2,10784.800000000001,3,3,3,333,9,Can't Loose Them
268863,2785,1,6436.625,4,1,2,412,7,Loyal
268867,3152,1,4256.46,2,1,2,212,5,Promising
268870,3456,1,2528.24,1,1,1,111,3,Require Activation
268871,2913,1,21381.75,3,1,3,313,7,Loyal
268873,2867,2,6436.625,3,3,2,332,8,Champions
268878,2905,3,11358.295,3,4,3,343,10,Can't Loose Them
268879,2933,2,24738.739999999998,3,3,4,334,10,Can't Loose Them
268880,2663,3,41571.205,4,4,4,444,12,Can't Loose Them
268884,2809,1,21852.48,4,1,3,413,8,Champions
268892,3123,2,23546.445,2,3,4,234,9,Can't Loose Them
268895,3430,1,3094.0,1,1,1,111,3,Require Activation
268899,2778,4,35863.88,4,4,4,444,12,Can't Loose Them
268901,2862,3,15432.43,3,4,3,343,10,Can't Loose Them
268903,3260,2,37426.35,2,3,4,234,9,Can't Loose Them
268904,2755,2,38419.745,4,3,4,434,11,Can't Loose Them
268908,3326,2,1719.3799999999999,2,3,1,231,6,Potential
268920,3365,3,54987.01,1,4,4,144,9,Can't Loose Them
268922,3025,2,44034.25,3,3,4,334,10,Can't Loose Them
268923,3430,1,635.375,1,1,1,111,3,Require Activation
268924,3501,1,38619.75,1,1,4,114,6,Potential
268928,3055,1,3244.28,3,1,1,311,5,Promising
268930,3175,1,33150.0,2,1,4,214,7,Loyal
268933,2755,1,1443.13,4,1,1,411,6,Potential
268934,3001,3,35598.68,3,4,4,344,11,Can't Loose Them
268935,3490,1,3633.24,1,1,2,112,4,Needs Attention
268936,2699,3,13862.225,4,4,3,443,11,Can't Loose Them
268938,3483,1,8115.12,1,1,2,112,4,Needs Attention
268941,2907,1,1059.695,3,1,1,311,5,Promising
268942,2935,1,26243.75,3,1,4,314,8,Champions
268943,2927,2,47968.05,3,3,4,334,10,Can't Loose Them
268945,2784,2,3435.4449999999997,4,3,1,431,8,Champions
268946,3201,1,13065.52,2,1,3,213,6,Potential
268947,3485,1,34614.125,1,1,4,114,6,Potential
268948,2778,1,928.2,4,1,1,411,6,Potential
268951,3688,1,4892.9400000000005,1,1,2,112,4,Needs Attention
268952,2943,3,21613.8,3,4,3,343,10,Can't Loose Them
268953,2727,2,615.485,4,3,1,431,8,Champions
268956,2852,2,9911.849999999999,3,3,2,332,8,Champions
268957,3662,1,1520.48,1,1,1,111,3,Require Activation
268958,3027,2,5781.36,3,3,2,332,8,Champions
268961,3146,1,11506.365,2,1,3,213,6,Potential
268964,3632,2,1564.6799999999998,1,3,1,131,5,Promising
268974,3302,2,4926.09,2,3,2,232,7,Loyal
268975,3593,1,29199.625,1,1,4,114,6,Potential
268976,2843,2,25513.345,3,3,4,334,10,Can't Loose Them
268977,3368,1,3677.44,1,1,2,112,4,Needs Attention
268983,3321,1,1025.44,2,1,1,211,4,Needs Attention
268987,2899,3,5754.84,3,4,2,342,9,Can't Loose Them
268991,2935,1,1680.705,3,1,1,311,5,Promising
268992,2635,2,3531.58,4,3,2,432,9,Can't Loose Them
268994,2849,2,14254.5,3,3,3,333,9,Can't Loose Them
268995,2925,2,13667.744999999999,3,3,3,333,9,Can't Loose Them
268996,2632,1,1218.815,4,1,1,411,6,Potential
268997,2935,1,23620.48,3,1,4,314,8,Champions
269001,2913,3,12266.605000000001,3,4,3,343,10,Can't Loose Them
269002,2838,2,29351.01,3,3,4,334,10,Can't Loose Them
269003,2660,3,25947.61,4,4,4,444,12,Can't Loose Them
269005,3338,1,10094.175,1,1,2,112,4,Needs Attention
269007,2599,1,17998.24,4,1,3,413,8,Champions
269008,2778,1,1592.305,4,1,1,411,6,Potential
269010,2930,1,40802.125,3,1,4,314,8,Champions
269013,2911,1,4950.4,3,1,2,312,6,Potential
269015,3564,2,4376.905000000001,1,3,2,132,6,Potential
269016,3552,1,4123.86,1,1,2,112,4,Needs Attention
269019,3663,1,964.665,1,1,1,111,3,Require Activation
269024,2928,2,32577.61,3,3,4,334,10,Can't Loose Them
269028,3184,1,1230.97,2,1,1,211,4,Needs Attention
269035,2954,1,2006.68,3,1,1,311,5,Promising
269036,2943,1,451.945,3,1,1,311,5,Promising
269043,2774,1,8398.0,4,1,2,412,7,Loyal
269045,3671,1,1374.62,1,1,1,111,3,Require Activation
269047,2813,2,16339.635000000002,4,3,3,433,10,Can't Loose Them
269049,2771,2,12400.309999999998,4,3,3,433,10,Can't Loose Them
269050,2816,2,9096.359999999999,4,3,2,432,9,Can't Loose Them
269051,3213,1,30912.375,2,1,4,214,7,Loyal
269053,3263,2,39455.13,2,3,4,234,9,Can't Loose Them
269054,3165,1,21269.04,2,1,3,213,6,Potential
269055,2721,1,8680.88,4,1,2,412,7,Loyal
269057,2848,1,1345.89,3,1,1,311,5,Promising
269058,3327,1,21693.36,2,1,3,213,6,Potential
269061,2722,1,5299.58,4,1,2,412,7,Loyal
269066,3688,1,22524.32,1,1,4,114,6,Potential
269068,3214,3,66797.25,2,4,4,244,10,Can't Loose Them
269071,2774,1,6673.094999999999,4,1,2,412,7,Loyal
269072,2791,1,23602.8,4,1,4,414,9,Can't Loose Them
269073,2847,5,74276.995,3,4,4,344,11,Can't Loose Them
269076,3246,1,1573.52,2,1,1,211,4,Needs Attention
269080,2779,2,52073.125,4,3,4,434,11,Can't Loose Them
269085,3141,1,3779.1000000000004,2,1,2,212,5,Promising
269087,3608,1,5087.42,1,1,2,112,4,Needs Attention
269088,2999,2,9794.72,3,3,2,332,8,Champions
269094,3693,1,916.045,1,1,1,111,3,Require Activation
269095,3061,2,14402.57,3,3,3,333,9,Can't Loose Them
269096,3271,2,21294.455,2,3,3,233,8,Champions
269098,3185,1,36630.75,2,1,4,214,7,Loyal
269100,3180,1,1419.925,2,1,1,211,4,Needs Attention
269104,3122,1,4786.86,2,1,2,212,5,Promising
269106,3154,1,882.895,2,1,1,211,4,Needs Attention
269111,3278,2,4176.9,2,3,2,232,7,Loyal
269117,2669,2,25885.730000000003,4,3,4,434,11,Can't Loose Them
269118,3086,1,32017.375,2,1,4,214,7,Loyal
269119,3269,1,6347.12,2,1,2,212,5,Promising
269120,3609,1,886.21,1,1,1,111,3,Require Activation
269122,3670,1,25884.625,1,1,4,114,6,Potential
269125,3688,1,41188.875,1,1,4,114,6,Potential
269133,3234,2,975.7149999999999,2,3,1,231,6,Potential
269134,3658,1,4265.3,1,1,2,112,4,Needs Attention
269135,3003,1,30332.25,3,1,4,314,8,Champions
269136,3510,2,15065.57,1,3,3,133,7,Loyal
269140,3691,1,4186.845,1,1,2,112,4,Needs Attention
269141,3604,1,7814.56,1,1,2,112,4,Needs Attention
269142,2806,3,11462.164999999999,4,4,3,443,11,Can't Loose Them
269143,3321,1,22707.75,2,1,4,214,7,Loyal
269145,3505,1,13465.53,1,1,3,113,5,Promising
269148,3626,1,23496.72,1,1,4,114,6,Potential
269151,3319,1,12293.125,2,1,3,213,6,Potential
269155,3261,2,14778.27,2,3,3,233,8,Champions
269158,3452,1,10773.75,1,1,3,113,5,Promising
269160,2728,1,25865.84,4,1,4,414,9,Can't Loose Them
269161,3635,1,1759.16,1,1,1,111,3,Require Activation
269162,2776,1,24380.72,4,1,4,414,9,Can't Loose Them
269165,3571,1,18440.24,1,1,3,113,5,Promising
269168,2965,2,40823.12,3,3,4,334,10,Can't Loose Them
269174,3150,3,35961.12,2,4,4,244,10,Can't Loose Them
269175,3141,3,19797.18,2,4,3,243,9,Can't Loose Them
269178,2903,4,42251.884999999995,3,4,4,344,11,Can't Loose Them
269181,3290,2,1423.24,2,3,1,231,6,Potential
269184,2777,1,13127.400000000001,4,1,3,413,8,Champions
269188,2755,1,8344.96,4,1,2,412,7,Loyal
269189,2835,3,21229.26,3,4,3,343,10,Can't Loose Them
269191,3551,1,14921.92,1,1,3,113,5,Promising
269193,2874,4,72071.41500000001,3,4,4,344,11,Can't Loose Them
269194,3165,2,35225.19,2,3,4,234,9,Can't Loose Them
269196,3059,1,8591.375,3,1,2,312,6,Potential
269200,2698,2,8232.25,4,3,2,432,9,Can't Loose Them
269216,3397,4,52316.225,1,4,4,144,9,Can't Loose Them
269219,2835,2,20059.065000000002,3,3,3,333,9,Can't Loose Them
269221,2506,1,549.185,4,1,1,411,6,Potential
269225,2963,3,11840.075,3,4,3,343,10,Can't Loose Them
269228,2883,2,5273.0599999999995,3,3,2,332,8,Champions
269233,3238,2,56206.93,2,3,4,234,9,Can't Loose Them
269235,3177,3,2389.0099999999998,2,4,1,241,7,Loyal
269236,3365,1,14827.994999999999,1,1,3,113,5,Promising
269237,3209,1,5436.6,2,1,2,212,5,Promising
269240,2751,2,28881.385000000002,4,3,4,434,11,Can't Loose Them
269241,2863,2,17582.76,3,3,3,333,9,Can't Loose Them
269242,2753,1,6753.76,4,1,2,412,7,Loyal
269243,3369,1,4048.72,1,1,2,112,4,Needs Attention
269245,2943,1,3063.06,3,1,1,311,5,Promising
269246,2638,2,12759.435000000001,4,3,3,433,10,Can't Loose Them
269253,2814,3,9263.215,4,4,2,442,10,Can't Loose Them
269254,2900,3,29554.33,3,4,4,344,11,Can't Loose Them
269256,2840,1,10501.92,3,1,3,313,7,Loyal
269257,2777,1,2908.36,4,1,1,411,6,Potential
269259,2790,1,21934.25,4,1,3,413,8,Champions
269260,3174,4,38069.46,2,4,4,244,10,Can't Loose Them
269261,3336,1,21587.28,1,1,3,113,5,Promising
269266,3690,1,2404.48,1,1,1,111,3,Require Activation
269267,3701,1,5874.18,1,1,2,112,4,Needs Attention
269269,2445,2,12128.48,4,3,3,433,10,Can't Loose Them
269273,2630,1,12003.615,4,1,3,413,8,Champions
269274,2729,1,12829.050000000001,4,1,3,413,8,Champions
